MARKET_NAME,Market_Address_Line1,Market_Address_Line2, Market_town , Market_City, Market_District, Market_Pincode
Sandila,Address_line629,Address_line_630,Sandila,Sandila,Sandila,600629
Bangalore,Address_line630,Address_line_631,Bangalore,Bangalore,Bangalore,600630
Vadgam,Address_line631,Address_line_632,Vadgam,Vadgam,Vadgam,600631
Banda,Address_line632,Address_line_633,Banda,Banda,Banda,600632
Chamkaur Sahib,Address_line633,Address_line_634,Chamkaur Sahib,Chamkaur Sahib,Chamkaur Sahib,600633
Kendrapara,Address_line634,Address_line_635,Kendrapara,Kendrapara,Kendrapara,600634
P.O. Uparhali Guwahati,Address_line635,Address_line_636,P.O. Uparhali Guwahati,P.O. Uparhali Guwahati,P.O. Uparhali Guwahati,600635
Dondaicha,Address_line636,Address_line_637,Dondaicha,Dondaicha,Dondaicha,600636
Katni,Address_line637,Address_line_638,Katni,Katni,Katni,600637
Jairamnagar,Address_line638,Address_line_639,Jairamnagar,Jairamnagar,Jairamnagar,600638
Pillukhera,Address_line639,Address_line_640,Pillukhera,Pillukhera,Pillukhera,600639
Pulpally,Address_line640,Address_line_641,Pulpally,Pulpally,Pulpally,600640
Visavadar,Address_line641,Address_line_642,Visavadar,Visavadar,Visavadar,600641
Haveri,Address_line642,Address_line_643,Haveri,Haveri,Haveri,600642
Mahuva(Station Road),Address_line643,Address_line_644,Mahuva(Station Road),Mahuva(Station Road),Mahuva(Station Road),600643
Pandharpur,Address_line644,Address_line_645,Pandharpur,Pandharpur,Pandharpur,600644
Kherli,Address_line645,Address_line_646,Kherli,Kherli,Kherli,600645
Jintur(Bori),Address_line646,Address_line_647,Jintur(Bori),Jintur(Bori),Jintur(Bori),600646
Sedam,Address_line647,Address_line_648,Sedam,Sedam,Sedam,600647
Chathanoor,Address_line648,Address_line_649,Chathanoor,Chathanoor,Chathanoor,600648
Hoshangabad,Address_line649,Address_line_650,Hoshangabad,Hoshangabad,Hoshangabad,600649
Manvi,Address_line650,Address_line_651,Manvi,Manvi,Manvi,600650
Madlauda,Address_line651,Address_line_652,Madlauda,Madlauda,Madlauda,600651
Tiptur,Address_line652,Address_line_653,Tiptur,Tiptur,Tiptur,600652
Kinwat,Address_line653,Address_line_654,Kinwat,Kinwat,Kinwat,600653
Devgadhbaria,Address_line654,Address_line_655,Devgadhbaria,Devgadhbaria,Devgadhbaria,600654
Alibagh,Address_line655,Address_line_656,Alibagh,Alibagh,Alibagh,600655
Uniyara,Address_line656,Address_line_657,Uniyara,Uniyara,Uniyara,600656
Nanded,Address_line657,Address_line_658,Nanded,Nanded,Nanded,600657
Pamohi(Garchuk),Address_line658,Address_line_659,Pamohi(Garchuk),Pamohi(Garchuk),Pamohi(Garchuk),600658
Fruit Market,Address_line659,Address_line_660,Fruit Market,Fruit Market,Fruit Market,600659
Hissar,Address_line660,Address_line_661,Hissar,Hissar,Hissar,600660
Saunsar,Address_line661,Address_line_662,Saunsar,Saunsar,Saunsar,600661
Tumkur,Address_line662,Address_line_663,Tumkur,Tumkur,Tumkur,600662
Yawal,Address_line663,Address_line_664,Yawal,Yawal,Yawal,600663
Kotputli,Address_line664,Address_line_665,Kotputli,Kotputli,Kotputli,600664
Tanuku,Address_line665,Address_line_666,Tanuku,Tanuku,Tanuku,600665
Kusmee,Address_line666,Address_line_667,Kusmee,Kusmee,Kusmee,600666
Haridwar Union,Address_line667,Address_line_668,Haridwar Union,Haridwar Union,Haridwar Union,600667
Balachaur,Address_line668,Address_line_669,Balachaur,Balachaur,Balachaur,600668
Budalada,Address_line669,Address_line_670,Budalada,Budalada,Budalada,600669
Khatauli,Address_line670,Address_line_671,Khatauli,Khatauli,Khatauli,600670
Gorakhpur,Address_line671,Address_line_672,Gorakhpur,Gorakhpur,Gorakhpur,600671
Ujhani,Address_line672,Address_line_673,Ujhani,Ujhani,Ujhani,600672
Kota,Address_line673,Address_line_674,Kota,Kota,Kota,600673
Mansa,Address_line674,Address_line_675,Mansa,Mansa,Mansa,600674
Barwala(Hisar),Address_line675,Address_line_676,Barwala(Hisar),Barwala(Hisar),Barwala(Hisar),600675
Kalna,Address_line676,Address_line_677,Kalna,Kalna,Kalna,600676
Gurusarai,Address_line677,Address_line_678,Gurusarai,Gurusarai,Gurusarai,600677
Gotegaon,Address_line678,Address_line_679,Gotegaon,Gotegaon,Gotegaon,600678
Gangarampur(Dakshin Dinajpur),Address_line679,Address_line_680,Gangarampur(Dakshin Dinajpur),Gangarampur(Dakshin Dinajpur),Gangarampur(Dakshin Dinajpur),600679
Bhoring,Address_line680,Address_line_681,Bhoring,Bhoring,Bhoring,600680
Kalamb(Osmanabad),Address_line681,Address_line_682,Kalamb(Osmanabad),Kalamb(Osmanabad),Kalamb(Osmanabad),600681
Digapahandi,Address_line682,Address_line_683,Digapahandi,Digapahandi,Digapahandi,600682
Bhawani Mandi,Address_line683,Address_line_684,Bhawani Mandi,Bhawani Mandi,Bhawani Mandi,600683
Mumbai,Address_line684,Address_line_685,Mumbai,Mumbai,Mumbai,600684
Paliakala,Address_line685,Address_line_686,Paliakala,Paliakala,Paliakala,600685
Shikohabad,Address_line686,Address_line_687,Shikohabad,Shikohabad,Shikohabad,600686
Moynaguri,Address_line687,Address_line_688,Moynaguri,Moynaguri,Moynaguri,600687
Khairlangi,Address_line688,Address_line_689,Khairlangi,Khairlangi,Khairlangi,600688
ZariZamini,Address_line689,Address_line_690,ZariZamini,ZariZamini,ZariZamini,600689
Tundla,Address_line690,Address_line_691,Tundla,Tundla,Tundla,600690
Jhansi,Address_line691,Address_line_692,Jhansi,Jhansi,Jhansi,600691
Jamnagar,Address_line692,Address_line_693,Jamnagar,Jamnagar,Jamnagar,600692
Khurja,Address_line693,Address_line_694,Khurja,Khurja,Khurja,600693
Divai,Address_line694,Address_line_695,Divai,Divai,Divai,600694
Chomu(F&V),Address_line695,Address_line_696,Chomu(F&V),Chomu(F&V),Chomu(F&V),600695
Fazilka (Ladhuka),Address_line696,Address_line_697,Fazilka (Ladhuka),Fazilka (Ladhuka),Fazilka (Ladhuka),600696
Bagasara,Address_line697,Address_line_698,Bagasara,Bagasara,Bagasara,600697
Matar,Address_line698,Address_line_699,Matar,Matar,Matar,600698
Kulai,Address_line699,Address_line_700,Kulai,Kulai,Kulai,600699
Parali Vaijyanath,Address_line700,Address_line_701,Parali Vaijyanath,Parali Vaijyanath,Parali Vaijyanath,600700
Mawana,Address_line701,Address_line_702,Mawana,Mawana,Mawana,600701
Naugarh,Address_line702,Address_line_703,Naugarh,Naugarh,Naugarh,600702
Bagru,Address_line703,Address_line_704,Bagru,Bagru,Bagru,600703
Manmad,Address_line704,Address_line_705,Manmad,Manmad,Manmad,600704
Arakalgud,Address_line705,Address_line_706,Arakalgud,Arakalgud,Arakalgud,600705
Mandla,Address_line706,Address_line_707,Mandla,Mandla,Mandla,600706
Kannod,Address_line707,Address_line_708,Kannod,Kannod,Kannod,600707
Sangriya,Address_line708,Address_line_709,Sangriya,Sangriya,Sangriya,600708
Akot,Address_line709,Address_line_710,Akot,Akot,Akot,600709
Rudauli,Address_line710,Address_line_711,Rudauli,Rudauli,Rudauli,600710
Bharuasumerpur,Address_line711,Address_line_712,Bharuasumerpur,Bharuasumerpur,Bharuasumerpur,600711
Allahabad,Address_line712,Address_line_713,Allahabad,Allahabad,Allahabad,600712
Dahod,Address_line713,Address_line_714,Dahod,Dahod,Dahod,600713
Dhand,Address_line714,Address_line_715,Dhand,Dhand,Dhand,600714
Ramtek,Address_line715,Address_line_716,Ramtek,Ramtek,Ramtek,600715
Meham,Address_line716,Address_line_717,Meham,Meham,Meham,600716
Dehradoon,Address_line717,Address_line_718,Dehradoon,Dehradoon,Dehradoon,600717
Kailaras,Address_line718,Address_line_719,Kailaras,Kailaras,Kailaras,600718
Kamlaganj,Address_line719,Address_line_720,Kamlaganj,Kamlaganj,Kamlaganj,600719
Nagda,Address_line720,Address_line_721,Nagda,Nagda,Nagda,600720
Pipli,Address_line721,Address_line_722,Pipli,Pipli,Pipli,600721
Pernem,Address_line722,Address_line_723,Pernem,Pernem,Pernem,600722
Sitapur,Address_line723,Address_line_724,Sitapur,Sitapur,Sitapur,600723
Malerkotla,Address_line724,Address_line_725,Malerkotla,Malerkotla,Malerkotla,600724
Samba,Address_line725,Address_line_726,Samba,Samba,Samba,600725
Davangere,Address_line726,Address_line_727,Davangere,Davangere,Davangere,600726
Dongargaon,Address_line727,Address_line_728,Dongargaon,Dongargaon,Dongargaon,600727
Shevgaon(Bodhegaon),Address_line728,Address_line_729,Shevgaon(Bodhegaon),Shevgaon(Bodhegaon),Shevgaon(Bodhegaon),600728
Vankaner,Address_line729,Address_line_730,Vankaner,Vankaner,Vankaner,600729
Narsapuram,Address_line730,Address_line_731,Narsapuram,Narsapuram,Narsapuram,600730
Irityy,Address_line731,Address_line_732,Irityy,Irityy,Irityy,600731
Dhamtari,Address_line732,Address_line_733,Dhamtari,Dhamtari,Dhamtari,600732
Dhandhuka,Address_line733,Address_line_734,Dhandhuka,Dhandhuka,Dhandhuka,600733
Hospet,Address_line734,Address_line_735,Hospet,Hospet,Hospet,600734
Chandigarh(Grain/Fruit),Address_line735,Address_line_736,Chandigarh(Grain/Fruit),Chandigarh(Grain/Fruit),Chandigarh(Grain/Fruit),600735
Deesa(Bhildi),Address_line736,Address_line_737,Deesa(Bhildi),Deesa(Bhildi),Deesa(Bhildi),600736
Lasalgaon,Address_line737,Address_line_738,Lasalgaon,Lasalgaon,Lasalgaon,600737
Talcher,Address_line738,Address_line_739,Talcher,Talcher,Talcher,600738
Indore(F&V),Address_line739,Address_line_740,Indore(F&V),Indore(F&V),Indore(F&V),600739
Nagpur(Hingna),Address_line740,Address_line_741,Nagpur(Hingna),Nagpur(Hingna),Nagpur(Hingna),600740
Amritsar(Amritsar Mewa Mandi),Address_line741,Address_line_742,Amritsar(Amritsar Mewa Mandi),Amritsar(Amritsar Mewa Mandi),Amritsar(Amritsar Mewa Mandi),600741
Akhnoor,Address_line742,Address_line_743,Akhnoor,Akhnoor,Akhnoor,600742
Sindevahi,Address_line743,Address_line_744,Sindevahi,Sindevahi,Sindevahi,600743
Kendrapara(Marshaghai),Address_line744,Address_line_745,Kendrapara(Marshaghai),Kendrapara(Marshaghai),Kendrapara(Marshaghai),600744
Najafgarh,Address_line745,Address_line_746,Najafgarh,Najafgarh,Najafgarh,600745
Bonai,Address_line746,Address_line_747,Bonai,Bonai,Bonai,600746
Savarkundla,Address_line747,Address_line_748,Savarkundla,Savarkundla,Savarkundla,600747
Burhanpur,Address_line748,Address_line_749,Burhanpur,Burhanpur,Burhanpur,600748
Mahboob Manison,Address_line749,Address_line_750,Mahboob Manison,Mahboob Manison,Mahboob Manison,600749
Bodeli,Address_line750,Address_line_751,Bodeli,Bodeli,Bodeli,600750
Aliganj,Address_line751,Address_line_752,Aliganj,Aliganj,Aliganj,600751
Kolhapur,Address_line752,Address_line_753,Kolhapur,Kolhapur,Kolhapur,600752
Bhagta Bhai Ka,Address_line753,Address_line_754,Bhagta Bhai Ka,Bhagta Bhai Ka,Bhagta Bhai Ka,600753
Sindkhed Raja,Address_line754,Address_line_755,Sindkhed Raja,Sindkhed Raja,Sindkhed Raja,600754
Neemuch,Address_line755,Address_line_756,Neemuch,Neemuch,Neemuch,600755
Patan,Address_line756,Address_line_757,Patan,Patan,Patan,600756
Manjeswaram,Address_line757,Address_line_758,Manjeswaram,Manjeswaram,Manjeswaram,600757
Kundapura,Address_line758,Address_line_759,Kundapura,Kundapura,Kundapura,600758
Bachaibari,Address_line759,Address_line_760,Bachaibari,Bachaibari,Bachaibari,600759
Momanbadodiya,Address_line760,Address_line_761,Momanbadodiya,Momanbadodiya,Momanbadodiya,600760
Javer,Address_line761,Address_line_762,Javer,Javer,Javer,600761
Mandalgarh,Address_line762,Address_line_763,Mandalgarh,Mandalgarh,Mandalgarh,600762
Kicchha,Address_line763,Address_line_764,Kicchha,Kicchha,Kicchha,600763
Mungawali,Address_line764,Address_line_765,Mungawali,Mungawali,Mungawali,600764
Adampur,Address_line765,Address_line_766,Adampur,Adampur,Adampur,600765
Digras,Address_line766,Address_line_767,Digras,Digras,Digras,600766
LavKush Nagar(Laundi),Address_line767,Address_line_768,LavKush Nagar(Laundi),LavKush Nagar(Laundi),LavKush Nagar(Laundi),600767
Karera,Address_line768,Address_line_769,Karera,Karera,Karera,600768
Kangra,Address_line769,Address_line_770,Kangra,Kangra,Kangra,600769
Muradabad,Address_line770,Address_line_771,Muradabad,Muradabad,Muradabad,600770
Murtizapur,Address_line771,Address_line_772,Murtizapur,Murtizapur,Murtizapur,600771
Hanumana,Address_line772,Address_line_773,Hanumana,Hanumana,Hanumana,600772
Pavani,Address_line773,Address_line_774,Pavani,Pavani,Pavani,600773
Sardar Shahar,Address_line774,Address_line_775,Sardar Shahar,Sardar Shahar,Sardar Shahar,600774
Naila,Address_line775,Address_line_776,Naila,Naila,Naila,600775
Ashti(Karanja),Address_line776,Address_line_777,Ashti(Karanja),Ashti(Karanja),Ashti(Karanja),600776
Huzzurabad,Address_line777,Address_line_778,Huzzurabad,Huzzurabad,Huzzurabad,600777
Hosur,Address_line778,Address_line_779,Hosur,Hosur,Hosur,600778
Mandi(Takoli),Address_line779,Address_line_780,Mandi(Takoli),Mandi(Takoli),Mandi(Takoli),600779
Hingoli(Kanegoan Naka),Address_line780,Address_line_781,Hingoli(Kanegoan Naka),Hingoli(Kanegoan Naka),Hingoli(Kanegoan Naka),600780
Mohindergarh,Address_line781,Address_line_782,Mohindergarh,Mohindergarh,Mohindergarh,600781
Bhawanigarh,Address_line782,Address_line_783,Bhawanigarh,Bhawanigarh,Bhawanigarh,600782
Burgampadu,Address_line783,Address_line_784,Burgampadu,Burgampadu,Burgampadu,600783
Raiganj,Address_line784,Address_line_785,Raiganj,Raiganj,Raiganj,600784
Milak,Address_line785,Address_line_786,Milak,Milak,Milak,600785
Mandya,Address_line786,Address_line_787,Mandya,Mandya,Mandya,600786
Abhanpur,Address_line787,Address_line_788,Abhanpur,Abhanpur,Abhanpur,600787
Malthone,Address_line788,Address_line_789,Malthone,Malthone,Malthone,600788
Kashipur,Address_line789,Address_line_790,Kashipur,Kashipur,Kashipur,600789
Kurwai,Address_line790,Address_line_791,Kurwai,Kurwai,Kurwai,600790
Kalagategi,Address_line791,Address_line_792,Kalagategi,Kalagategi,Kalagategi,600791
Bharthna,Address_line792,Address_line_793,Bharthna,Bharthna,Bharthna,600792
Giddarbaha,Address_line793,Address_line_794,Giddarbaha,Giddarbaha,Giddarbaha,600793
Halvad,Address_line794,Address_line_795,Halvad,Halvad,Halvad,600794
Kot ise Khan,Address_line795,Address_line_796,Kot ise Khan,Kot ise Khan,Kot ise Khan,600795
Deeg,Address_line796,Address_line_797,Deeg,Deeg,Deeg,600796
Berasia,Address_line797,Address_line_798,Berasia,Berasia,Berasia,600797
Vansda,Address_line798,Address_line_799,Vansda,Vansda,Vansda,600798
Deoli,Address_line799,Address_line_800,Deoli,Deoli,Deoli,600799
Himalyatnagar,Address_line800,Address_line_801,Himalyatnagar,Himalyatnagar,Himalyatnagar,600800
Dewas,Address_line801,Address_line_802,Dewas,Dewas,Dewas,600801
Dataganj,Address_line802,Address_line_803,Dataganj,Dataganj,Dataganj,600802
Ait,Address_line803,Address_line_804,Ait,Ait,Ait,600803
Derol(Adadara),Address_line804,Address_line_805,Derol(Adadara),Derol(Adadara),Derol(Adadara),600804
Narsinghgarh,Address_line805,Address_line_806,Narsinghgarh,Narsinghgarh,Narsinghgarh,600805
Rajura,Address_line806,Address_line_807,Rajura,Rajura,Rajura,600806
Pohari,Address_line807,Address_line_808,Pohari,Pohari,Pohari,600807
Neem Ka Thana,Address_line808,Address_line_809,Neem Ka Thana,Neem Ka Thana,Neem Ka Thana,600808
Venkateswarnagar,Address_line809,Address_line_810,Venkateswarnagar,Venkateswarnagar,Venkateswarnagar,600809
Raath,Address_line810,Address_line_811,Raath,Raath,Raath,600810
Kandi,Address_line811,Address_line_812,Kandi,Kandi,Kandi,600811
Chutmalpur,Address_line812,Address_line_813,Chutmalpur,Chutmalpur,Chutmalpur,600812
Simariya,Address_line813,Address_line_814,Simariya,Simariya,Simariya,600813
Bhatapara,Address_line814,Address_line_815,Bhatapara,Bhatapara,Bhatapara,600814
Kasrawad,Address_line815,Address_line_816,Kasrawad,Kasrawad,Kasrawad,600815
Deoulgaon Raja,Address_line816,Address_line_817,Deoulgaon Raja,Deoulgaon Raja,Deoulgaon Raja,600816
Bailahongal,Address_line817,Address_line_818,Bailahongal,Bailahongal,Bailahongal,600817
Ashoknagar,Address_line818,Address_line_819,Ashoknagar,Ashoknagar,Ashoknagar,600818
Shahzadpur,Address_line819,Address_line_820,Shahzadpur,Shahzadpur,Shahzadpur,600819
Barshi,Address_line820,Address_line_821,Barshi,Barshi,Barshi,600820
Hinjilicut,Address_line821,Address_line_822,Hinjilicut,Hinjilicut,Hinjilicut,600821
Sabalgarh,Address_line822,Address_line_823,Sabalgarh,Sabalgarh,Sabalgarh,600822
Majitha,Address_line823,Address_line_824,Majitha,Majitha,Majitha,600823
Dabra,Address_line824,Address_line_825,Dabra,Dabra,Dabra,600824
Bilga (Talwan ),Address_line825,Address_line_826,Bilga (Talwan ),Bilga (Talwan ),Bilga (Talwan ),600825
Vav,Address_line826,Address_line_827,Vav,Vav,Vav,600826
Parbhani,Address_line827,Address_line_828,Parbhani,Parbhani,Parbhani,600827
Betul,Address_line828,Address_line_829,Betul,Betul,Betul,600828
Merta City,Address_line829,Address_line_830,Merta City,Merta City,Merta City,600829
Khekda,Address_line830,Address_line_831,Khekda,Khekda,Khekda,600830
Pandariya,Address_line831,Address_line_832,Pandariya,Pandariya,Pandariya,600831
Sakhigopal,Address_line832,Address_line_833,Sakhigopal,Sakhigopal,Sakhigopal,600832
Muzzafarnagar,Address_line833,Address_line_834,Muzzafarnagar,Muzzafarnagar,Muzzafarnagar,600833
Alur,Address_line834,Address_line_835,Alur,Alur,Alur,600834
Manavdar,Address_line835,Address_line_836,Manavdar,Manavdar,Manavdar,600835
Nalbari,Address_line836,Address_line_837,Nalbari,Nalbari,Nalbari,600836
Kendupatna,Address_line837,Address_line_838,Kendupatna,Kendupatna,Kendupatna,600837
Naraingarh,Address_line838,Address_line_839,Naraingarh,Naraingarh,Naraingarh,600838
Khanna,Address_line839,Address_line_840,Khanna,Khanna,Khanna,600839
Balwadi,Address_line840,Address_line_841,Balwadi,Balwadi,Balwadi,600840
Dhar(F&V),Address_line841,Address_line_842,Dhar(F&V),Dhar(F&V),Dhar(F&V),600841
Taal,Address_line842,Address_line_843,Taal,Taal,Taal,600842
Vilthararoad,Address_line843,Address_line_844,Vilthararoad,Vilthararoad,Vilthararoad,600843
Bhulath (Nadala),Address_line844,Address_line_845,Bhulath (Nadala),Bhulath (Nadala),Bhulath (Nadala),600844
Batala,Address_line845,Address_line_846,Batala,Batala,Batala,600845
Varud(Rajura Bazar),Address_line846,Address_line_847,Varud(Rajura Bazar),Varud(Rajura Bazar),Varud(Rajura Bazar),600846
Atrauli,Address_line847,Address_line_848,Atrauli,Atrauli,Atrauli,600847
Vani,Address_line848,Address_line_849,Vani,Vani,Vani,600848
Sampla,Address_line849,Address_line_850,Sampla,Sampla,Sampla,600849
Khategaon,Address_line850,Address_line_851,Khategaon,Khategaon,Khategaon,600850
Bhopal(F&V),Address_line851,Address_line_852,Bhopal(F&V),Bhopal(F&V),Bhopal(F&V),600851
Khajuwala,Address_line852,Address_line_853,Khajuwala,Khajuwala,Khajuwala,600852
Patti,Address_line853,Address_line_854,Patti,Patti,Patti,600853
Najibabad,Address_line854,Address_line_855,Najibabad,Najibabad,Najibabad,600854
Bilaspur,Address_line855,Address_line_856,Bilaspur,Bilaspur,Bilaspur,600855
Konch,Address_line856,Address_line_857,Konch,Konch,Konch,600856
Nawan Shahar(MandiRaho),Address_line857,Address_line_858,Nawan Shahar(MandiRaho),Nawan Shahar(MandiRaho),Nawan Shahar(MandiRaho),600857
Chotila,Address_line858,Address_line_859,Chotila,Chotila,Chotila,600858
Hinganghat,Address_line859,Address_line_860,Hinganghat,Hinganghat,Hinganghat,600859
Yusufpur,Address_line860,Address_line_861,Yusufpur,Yusufpur,Yusufpur,600860
Payyannur,Address_line861,Address_line_862,Payyannur,Payyannur,Payyannur,600861
Banga,Address_line862,Address_line_863,Banga,Banga,Banga,600862
Sindi,Address_line863,Address_line_864,Sindi,Sindi,Sindi,600863
Kothagudem,Address_line864,Address_line_865,Kothagudem,Kothagudem,Kothagudem,600864
Sesamum(Sesame,Address_line865,Address_line_866,Sesamum(Sesame,Sesamum(Sesame,Sesamum(Sesame,600865
Gadag,Address_line866,Address_line_867,Gadag,Gadag,Gadag,600866
Nainpur,Address_line867,Address_line_868,Nainpur,Nainpur,Nainpur,600867
Angul(Atthamallick),Address_line868,Address_line_869,Angul(Atthamallick),Angul(Atthamallick),Angul(Atthamallick),600868
Botad,Address_line869,Address_line_870,Botad,Botad,Botad,600869
Chimur,Address_line870,Address_line_871,Chimur,Chimur,Chimur,600870
Malkanagiri,Address_line871,Address_line_872,Malkanagiri,Malkanagiri,Malkanagiri,600871
Chitwadagaon,Address_line872,Address_line_873,Chitwadagaon,Chitwadagaon,Chitwadagaon,600872
Gumla,Address_line873,Address_line_874,Gumla,Gumla,Gumla,600873
Kangra(Jassour),Address_line874,Address_line_875,Kangra(Jassour),Kangra(Jassour),Kangra(Jassour),600874
Surajgarh,Address_line875,Address_line_876,Surajgarh,Surajgarh,Surajgarh,600875
Anaimalai,Address_line876,Address_line_877,Anaimalai,Anaimalai,Anaimalai,600876
Ulhasnagar,Address_line877,Address_line_878,Ulhasnagar,Ulhasnagar,Ulhasnagar,600877
Hindupur,Address_line878,Address_line_879,Hindupur,Hindupur,Hindupur,600878
Dhrol,Address_line879,Address_line_880,Dhrol,Dhrol,Dhrol,600879
Kolar,Address_line880,Address_line_881,Kolar,Kolar,Kolar,600880
Lohardaga,Address_line881,Address_line_882,Lohardaga,Lohardaga,Lohardaga,600881
Kangra(Jaisinghpur),Address_line882,Address_line_883,Kangra(Jaisinghpur),Kangra(Jaisinghpur),Kangra(Jaisinghpur),600882
Chikali,Address_line883,Address_line_884,Chikali,Chikali,Chikali,600883
Anwala,Address_line884,Address_line_885,Anwala,Anwala,Anwala,600884
Harihara,Address_line885,Address_line_886,Harihara,Harihara,Harihara,600885
Thanabhawan,Address_line886,Address_line_887,Thanabhawan,Thanabhawan,Thanabhawan,600886
Jagraon,Address_line887,Address_line_888,Jagraon,Jagraon,Jagraon,600887
Sumerpur,Address_line888,Address_line_889,Sumerpur,Sumerpur,Sumerpur,600888
Amrawati(Frui & Veg. Market),Address_line889,Address_line_890,Amrawati(Frui & Veg. Market),Amrawati(Frui & Veg. Market),Amrawati(Frui & Veg. Market),600889
Mukhed,Address_line890,Address_line_891,Mukhed,Mukhed,Mukhed,600890
Haldaur,Address_line891,Address_line_892,Haldaur,Haldaur,Haldaur,600891
Maharajganj,Address_line892,Address_line_893,Maharajganj,Maharajganj,Maharajganj,600892
Guna,Address_line893,Address_line_894,Guna,Guna,Guna,600893
Baraut,Address_line894,Address_line_895,Baraut,Baraut,Baraut,600894
Omalloor,Address_line895,Address_line_896,Omalloor,Omalloor,Omalloor,600895
Pandhakawada,Address_line896,Address_line_897,Pandhakawada,Pandhakawada,Pandhakawada,600896
Aurad Shahajani,Address_line897,Address_line_898,Aurad Shahajani,Aurad Shahajani,Aurad Shahajani,600897
Godhra(Kakanpur),Address_line898,Address_line_899,Godhra(Kakanpur),Godhra(Kakanpur),Godhra(Kakanpur),600898
Habra,Address_line899,Address_line_900,Habra,Habra,Habra,600899
vadakarapathy,Address_line900,Address_line_901,vadakarapathy,vadakarapathy,vadakarapathy,600900
Jamkhed,Address_line901,Address_line_902,Jamkhed,Jamkhed,Jamkhed,600901
Rannod,Address_line902,Address_line_903,Rannod,Rannod,Rannod,600902
Sawai Madhopur,Address_line903,Address_line_904,Sawai Madhopur,Sawai Madhopur,Sawai Madhopur,600903
Naanpara,Address_line904,Address_line_905,Naanpara,Naanpara,Naanpara,600904
Binaganj,Address_line905,Address_line_906,Binaganj,Binaganj,Binaganj,600905
Kukshi,Address_line906,Address_line_907,Kukshi,Kukshi,Kukshi,600906
Itawa,Address_line907,Address_line_908,Itawa,Itawa,Itawa,600907
Nabha,Address_line908,Address_line_909,Nabha,Nabha,Nabha,600908
Hoovinahadagali,Address_line909,Address_line_910,Hoovinahadagali,Hoovinahadagali,Hoovinahadagali,600909
Datia,Address_line910,Address_line_911,Datia,Datia,Datia,600910
Dhadgaon,Address_line911,Address_line_912,Dhadgaon,Dhadgaon,Dhadgaon,600911
Palthan,Address_line912,Address_line_913,Palthan,Palthan,Palthan,600912
Quilandy,Address_line913,Address_line_914,Quilandy,Quilandy,Quilandy,600913
Kolaras,Address_line914,Address_line_915,Kolaras,Kolaras,Kolaras,600914
Goalpara,Address_line915,Address_line_916,Goalpara,Goalpara,Goalpara,600915
Armori,Address_line916,Address_line_917,Armori,Armori,Armori,600916
Dhuri,Address_line917,Address_line_918,Dhuri,Dhuri,Dhuri,600917
Bhadravathi,Address_line918,Address_line_919,Bhadravathi,Bhadravathi,Bhadravathi,600918
Korpana,Address_line919,Address_line_920,Korpana,Korpana,Korpana,600919
Malur,Address_line920,Address_line_921,Malur,Malur,Malur,600920
Jayas,Address_line921,Address_line_922,Jayas,Jayas,Jayas,600921
Aurangabad,Address_line922,Address_line_923,Aurangabad,Aurangabad,Aurangabad,600922
Kalmeshwar,Address_line923,Address_line_924,Kalmeshwar,Kalmeshwar,Kalmeshwar,600923
Shikaripura,Address_line924,Address_line_925,Shikaripura,Shikaripura,Shikaripura,600924
Hailakandi,Address_line925,Address_line_926,Hailakandi,Hailakandi,Hailakandi,600925
Saharpada,Address_line926,Address_line_927,Saharpada,Saharpada,Saharpada,600926
Jaipur(F&V),Address_line927,Address_line_928,Jaipur(F&V),Jaipur(F&V),Jaipur(F&V),600927
Chengannur,Address_line928,Address_line_929,Chengannur,Chengannur,Chengannur,600928
Khairthal,Address_line929,Address_line_930,Khairthal,Khairthal,Khairthal,600929
Akola,Address_line930,Address_line_931,Akola,Akola,Akola,600930
Mehsana(Jornang),Address_line931,Address_line_932,Mehsana(Jornang),Mehsana(Jornang),Mehsana(Jornang),600931
Chamba,Address_line932,Address_line_933,Chamba,Chamba,Chamba,600932
Savli,Address_line933,Address_line_934,Savli,Savli,Savli,600933
Malkapur,Address_line934,Address_line_935,Malkapur,Malkapur,Malkapur,600934
Thalayolaparambu,Address_line935,Address_line_936,Thalayolaparambu,Thalayolaparambu,Thalayolaparambu,600935
Sujangarh(Churu),Address_line936,Address_line_937,Sujangarh(Churu),Sujangarh(Churu),Sujangarh(Churu),600936
Vidisha,Address_line937,Address_line_938,Vidisha,Vidisha,Vidisha,600937
Harda,Address_line938,Address_line_939,Harda,Harda,Harda,600938
Soyatkalan,Address_line939,Address_line_940,Soyatkalan,Soyatkalan,Soyatkalan,600939
K.R.Nagar,Address_line940,Address_line_941,K.R.Nagar,K.R.Nagar,K.R.Nagar,600940
Haliyala,Address_line941,Address_line_942,Haliyala,Haliyala,Haliyala,600941
Rajkot(Ghee Peeth),Address_line942,Address_line_943,Rajkot(Ghee Peeth),Rajkot(Ghee Peeth),Rajkot(Ghee Peeth),600942
Nawanshahar,Address_line943,Address_line_944,Nawanshahar,Nawanshahar,Nawanshahar,600943
Sami,Address_line944,Address_line_945,Sami,Sami,Sami,600944
Kottakkal,Address_line945,Address_line_946,Kottakkal,Kottakkal,Kottakkal,600945
Nahan,Address_line946,Address_line_947,Nahan,Nahan,Nahan,600946
